Opening Type,Result,White Elo,Black Elo,Move List,Variation
Danish Gambit Accepted,1-0,1303,1275,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'b8c6', 'd1f3', 'c6e5', 'b2e5', 'f7f6', 'e5b2', 'f8c5', 'b1d2', 'd7d6', 'g1e2', 'd8e7', 'e1g1', 'c8e6', 'c4e6', 'e7e6', 'e2d4', 'c5d4', 'b2d4', 'g8e7', 'f1e1', 'e8g8', 'f3e3', 'c7c5', 'd4b2', 'f6f5', 'e4f5', 'e6e3', 'e1e3', 'e7f5', 'e3f3', 'f5d4', 'f3f8', 'a8f8', 'b2d4', 'c5d4', 'd2e4', 'g8f7', 'e4d6', 'f7e7', 'd6b7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1790,1779,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'g1f3', 'g8f6', 'e4e5', 'd6e5', 'c4f7', 'e8e7', 'd1d8', 'e7d8', 'b1c3', 'd8e7', 'f7b3', 'e5e4', 'f3g5', 'h7h6', 'g5e4', 'f6e4', 'c3e4', 'c8e6', 'b3e6', 'e7e6', 'e1g1', 'f8d6', 'f1e1', 'e6d7', 'e4d6', 'c7d6', 'c1f4', 'g7g5', 'f4g3', 'b8c6', 'a1d1', 'a8e8', 'd1d6', 'd7c8', 'e1d1', 'e8e7', 'a2a3', 'h8e8', 'g1f1', 'h6h5', 'h2h4', 'g5h4', 'g3h4', 'e7e4', 'h4g3', 'c6e5', 'd1c1', 'c8b8', 'd6d5', 'b8a8', 'g3e5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1548,1756,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'g1f3', 'c3b2', 'c1b2', 'f8b4', 'b1d2', 'g8f6', 'f1c4', 'f6e4', 'e1g1', 'b4d2', 'f3d2', 'e4d2', 'd1d2', 'c7c6', 'b2g7', 'h8g8', 'f1e1', 'd8e7', 'e1e7', 'e8e7', 'a1e1', 'e7d8', 'g7f6', 'd8c7', 'd2f4', 'c7b6', 'e1b1']","['Danish Gambit Accepted', 'Others W1']"
"Danish Gambit Declined, Sorensen Defense",1-0,1591,1537,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'c3d4', 'g8f6', 'b1c3', 'd5e6', 'f1e2', 'f8b4', 'c1d2', 'e8g8', 'g1f3', 'f6e4', 'c3e4', 'b4d2', 'e4d2', 'e6g6', 'e1g1', 'c8h3', 'f3h4', 'g6g5', 'd2f3', 'g5g4', 'g1h1', 'g7g5', 'g2h3', 'g4h3', 'h4g2', 'g5g4', 'f3g5', 'h3h5', 'g5h7', 'g8h7', 'd1d3', 'h7g8', 'g2f4', 'h5h7', 'd3g3', 'f7f5', 'e2c4', 'g8h8', 'h2h3', 'h7g7', 'h3g4', 'g7g4', 'g3g4', 'f5g4', 'f1g1', 'f8f4', 'a1e1', 'b8c6', 'd4d5', 'c6a5', 'f2f3', 'a5c4', 'f3g4', 'a8g8', 'e1e7', 'g8g4', 'g1e1', 'f4f8', 'e1e2', 'f8g8', 'e2h2', 'g4h4', 'h2h4']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit Accepted,1-0,1770,1764,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'g1f3', 'c8e6', 'd1b3', 'd8d7', 'e1g1', 'g8f6', 'f1e1', 'b8c6', 'b1d2', 'e8c8', 'a1b1', 'd6d5', 'b2f6', 'g7f6', 'b3b7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1783,1769,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'g1f3', 'f8e7', 'd1b3', 'c8e6', 'c4e6', 'f7e6', 'b3e6', 'c3c2', 'b1c3', 'b8c6', 'e1g1', 'g8f6', 'c3d5', 'f6d5', 'e4d5', 'c6e5', 'f3e5', 'd6e5', 'e6e5', 'e8g8', 'b2b3', 'e7f6', 'e5e6', 'f8f7', 'c1a3', 'f6a1', 'f1a1', 'd8e8', 'a1c1', 'e8e6', 'd5e6', 'f7f6', 'e6e7', 'f6c6', 'g2g3', 'g8f7', 'c1e1', 'a8e8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,2052,2031,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'g1f3', 'd7d6', 'e1g1', 'f8e7', 'c4f7', 'e8f7', 'd1b3', 'f7e8', 'b1c3', 'h7h6', 'f1e1', 'b8c6', 'f3d2', 'c8d7', 'f2f4', 'd8c8', 'e4e5', 'd7e6', 'b3c2', 'd6e5', 'f4e5', 'f6d5', 'c2g6', 'e8d7', 'd2e4', 'c8e8', 'g6e8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1691,1803,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'f6e4', 'd1d5', 'e4d6', 'e5d6', 'd8f6', 'b1c3', 'f8d6', 'g1f3', 'e8g8', 'e1g1', 'f8e8', 'f3g5', 'h7h6', 'g5f7', 'c7c6', 'f7h6', 'g8h7', 'c4d3', 'g7g6', 'd5f7', 'f6f7', 'h6f7', 'd6c7', 'f7g5', 'h7g7', 'c1e3', 'd7d5', 'f1e1', 'c7e5', 'c3e2', 'e5f6', 'g5f3', 'b8d7', 'e2f4', 'f6b2', 'a1b1', 'b2c3', 'e3d4', 'c3d4', 'e1e8', 'd4f6', 'f4e6', 'g7f7', 'e8c8', 'a8c8', 'e6g5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Accepted, Classical Defense",0-1,1891,1870,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'e4e5', 'f6g8', 'd1h5', 'd8e7', 'g1f3', 'g7g6', 'h5g5', 'e7b4', 'f3d2', 'b4b2', 'g5f4', 'g8h6', 'e1g1', 'b2a1', 'f1e1', 'b8c6', 'e5e6', 'd7e6', 'd2e4', 'f8g7', 'b1c3', 'a1e1', 'c4f1', 'g7c3', 'e4f6', 'c3f6', 'f4f6', 'e8g8', 'h2h4', 'h6g4', 'f6f4', 'e6e5', 'f4f3', 'c6d4', 'f3g3', 'f7f5', 'h4h5', 'f5f4', 'g3h4', 'g6g5', 'h4g5', 'g8h8', 'g5h4', 'e1f2', 'h4f2', 'g4f2', 'g1f2', 'e5e4', 'f1c4', 'e4e3', 'f2e1', 'b7b5', 'c4d3', 'c7c5', 'd3e4', 'a8b8', 'a2a3', 'c5c4', 'h5h6', 'c8b7', 'e4b7', 'b8b7', 'g2g3', 'f4f3', 'a3a4', 'b5a4', 'g3g4', 'b7b1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1713,1423,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'g8f6', 'd1d4', 'b8c6', 'd4d3', 'd7d6', 'g1f3', 'h7h6', 'h2h3', 'f8e7', 'f1e2', 'e8g8', 'e1g1', 'b7b6', 'b2b4', 'c8b7', 'b4b5', 'c6e5', 'f3e5', 'd6e5', 'f2f3', 'e7c5', 'g1h2', 'f6d7', 'c1e3', 'c5d6', 'c3c4', 'a7a6', 'b1c3', 'd7c5', 'd3c2', 'b7c8', 'c3d5', 'f7f5', 'e3c5', 'd6c5', 'e4f5', 'c8f5', 'e2d3', 'a6b5', 'd3f5', 'b5c4', 'a1d1', 'c5d6', 'f5e6', 'g8h8', 'c2c4', 'd8f6', 'e6d7', 'f6h4', 'c4h4']",['Others B1']
"Danish Gambit Declined, Sorensen Defense",0-1,1656,1721,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'c3d4', 'f8b4', 'b1c3', 'g8e7', 'd1a4', 'b8c6', 'a4b4', 'd5e6']",['Danish Gambit Declined: Sorensen Defense']
"Danish Gambit Accepted, Classical Defense",0-1,1246,1395,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'b2f6', 'e7f6', 'b1d2', 'f6a1', 'e1e2', 'a1f6', 'g1f3', 'h7h6', 'e4e5', 'f6e7', 'h1e1', 'b8c6', 'e2f1', 'c6a5', 'b3b5', 'a5c4', 'd2c4', 'c7c6', 'c4d6', 'e8d8', 'd6b7', 'c8b7', 'b5b7', 'a8c8', 'b7a7', 'c6c5', 'a7a5', 'd8e8', 'f3h4', 'g7g6', 'f2f4', 'f8g7', 'h4f3', 'c5c4', 'f4f5', 'c4c3', 'a5c3', 'c8c3', 'e5e6', 'd7e6', 'f5e6', 'f7e6', 'f3d4', 'g7d4', 'e1e6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1942,1926,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'b1c3', 'f8b4', 'e4e5', 'd7d5', 'e5f6', 'd5c4', 'd1e2', 'c8e6', 'f6g7', 'h8g8', 'c1d2', 'b8c6', 'e2e4', 'd8f6', 'e4h7', 'f6g7', 'h7g7', 'g8g7', 'g2g3', 'e8c8', 'g1e2', 'c6e5', 'e2f4', 'e5f3', 'e1e2', 'f3d2', 'a1d1', 'b4c3', 'f4e6', 'f7e6', 'b2c3', 'd2e4', 'd1c1', 'd8d3', 'h1e1', 'g7f7', 'f2f4', 'f7d7', 'e2f1', 'e4c3', 'e1e6', 'b7b5', 'f4f5', 'c7c5', 'f5f6', 'd3d1', 'c1d1', 'c3d1', 'f6f7', 'd7f7', 'f1g2', 'f7f2', 'g2g1', 'f2a2', 'e6c6', 'c8b7', 'c6c5', 'a7a6', 'g3g4', 'c4c3', 'g4g5', 'a2e2', 'g5g6', 'e2e6', 'g6g7', 'e6g6', 'g1f1', 'g6g7', 'f1e1', 'g7d7', 'h2h4', 'b5b4', 'h4h5', 'b4b3', 'c5c4', 'a6a5', 'h5h6', 'c3c2', 'h6h7', 'd7h7', 'e1d2', 'h7c7', 'c4c7', 'b7c7', 'd2c1', 'a5a4', 'c1d2', 'a4a3', 'd2c1', 'a3a2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit Accepted,1-0,1471,1646,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8c5', 'd1d5', 'd8e7', 'b2g7', 'c7c6', 'd5f7', 'e7f7', 'c4f7', 'e8f7', 'g7h8', 'd7d6', 'h8c3', 'b8d7', 'f2f3', 'b7b6', 'g1e2', 'a7a5', 'b1d2', 'b6b5', 'd2b3', 'c5b6', 'e1c1', 'a5a4', 'b3a1', 'b6a5', 'c3a5', 'a8a5', 'd1d6', 'c6c5', 'e2f4', 'g8f6', 'h1d1', 'b5b4', 'f4d5', 'f6d5', 'd1d5', 'c8b7', 'd6d7', 'f7e6', 'd7b7', 'c5c4', 'b7b4', 'c4c3', 'b4c4', 'a5d5', 'e4d5', 'e6d5', 'c4c3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1281,1185,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'f6e4', 'd1f3', 'e4c5', 'f3f7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1744,1716,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'b2c3', 'b4a5', 'g1f3', 'b8c6', 'e1g1', 'g8f6', 'e4e5', 'f6g4', 'c1f4', 'e8g8', 'h2h3', 'g4h6', 'f4h6', 'g7h6', 'b1d2', 'a5c3', 'a1c1', 'c3d2', 'd1d2', 'c6e7', 'd2h6', 'e7g6', 'f3g5', 'f8e8', 'h6h7', 'g8f8', 'c4f7', 'e8e5', 'h7g8', 'f8e7', 'g8g6', 'd7d6', 'f1e1', 'd8h8', 'e1e5', 'h8e5', 'c1c7', 'e7d8', 'c7c1', 'd8e7', 'g5f3', 'e5b2', 'c1e1', 'e7d7', 'g6e6', 'd7c7', 'e6e7', 'c7b6', 'e7d6', 'b6a5', 'e1e5', 'b7b5', 'd6c7', 'a5a4', 'f7b3', 'a4a3', 'c7a5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
Danish Gambit,0-1,1867,1773,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d5', 'c4d5', 'g8f6', 'd5f7', 'e8f7', 'd1d8', 'c3b2', 'c1b2', 'f8b4', 'b2c3', 'b4c3', 'd8d2', 'c3d2', 'b1d2', 'b8c6', 'g1f3', 'c8g4', 'e1g1', 'g4f3', 'd2f3', 'f6e4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1761,1754,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8c5', 'c4f7', 'e8f7', 'd1d5', 'f7e8', 'd5c5', 'd7d6', 'c5c3', 'd8f6', 'c3c7', 'b8d7', 'g1f3', 'g8e7', 'e1g1', 'e8f7', 'b1a3', 'h8e8', 'c7c4', 'f7f8', 'c1g5', 'f6b2', 'g5e7', 'e8e7', 'c4d3', 'd7e5', 'f3e5', 'd6e5', 'a3c4', 'c8e6', 'c4b2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Accepted, Classical Defense",1-0,1597,1603,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'g1f3', 'f8b4', 'b1c3', 'e8g8', 'e1g1', 'b4c3', 'b2c3', 'f6e4', 'c3b2', 'b8c6', 'f3d4', 'c6d4', 'd1d4', 'e4f6', 'd4h4', 'd7d6', 'c4d3', 'h7h6', 'f1e1', 'f6g4', 'h4g3', 'f7f5', 'h2h3', 'g4f6', 'g3g6', 'f6h7', 'e1e3', 'd8g5', 'd3c4', 'g8h8', 'e3g3', 'g5g6', 'g3g6', 'f8f6', 'g6g3', 'f5f4', 'g3f3', 'f6f8', 'g2g3', 'h7g5', 'f3f4', 'f8f4', 'g3f4', 'g5e6', 'f4f5', 'e6c5', 'a1e1', 'c8f5', 'e1e7', 'c5e6', 'c4e6', 'f5e6', 'e7e6', 'h8g8', 'e6e7', 'g8f8', 'e7g7', 'a8e8', 'g7c7', 'e8e2', 'c7b7', 'f8e8', 'b2g7', 'e2a2', 'g7h6', 'd6d5', 'b7b8', 'e8d7', 'b8b7', 'd7e6', 'h6e3', 'e6f5', 'e3a7', 'f5e4', 'a7e3', 'd5d4', 'b7e7', 'e4d3', 'e3f4', 'a2a4', 'h3h4', 'd3c2', 'h4h5', 'd4d3', 'e7f7', 'd3d2', 'f4d2', 'c2d2', 'f7f8', 'a4h4', 'f8h8', 'd2e2', 'g1g2', 'e2d3', 'g2g3', 'h4h1', 'f2f3', 'd3e3', 'f3f4', 'e3e4', 'g3g4', 'h1g1', 'g4h4', 'e4f4', 'h8f8', 'f4e5', 'h5h6', 'g1h1', 'h4g5', 'h1g1', 'g5h5', 'g1h1', 'h5g6', 'h1g1', 'g6h7', 'e5e6', 'f8g8', 'g1h1', 'h7g7', 'h1g1', 'g7h8', 'e6f7', 'g8g1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1169,1044,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'f8c5', 'g1h3', 'b8c6', 'f1c4', 'd7d6', 'd1f3', 'g8f6', 'c1g5', 'e8g8', 'g5f6', 'd8f6', 'c3d5', 'f6f3', 'g2f3', 'c8h3', 'd5f4', 'h3d7', 'f4h5', 'h7h6', 'h1g1', 'g7g6', 'h5f6', 'g8g7', 'f6d7', 'f8e8', 'd7c5', 'd6c5', 'e1c1', 'c6b4', 'h2h4', 'a7a5', 'h4h5', 'g7f8', 'f3f4', 'g6h5', 'e4e5', 'c7c6', 'd1d7', 'a8d8', 'd7f7']","['Danish Gambit Accepted', 'Take Back Gambit']"
"Danish Gambit Accepted, Classical Defense",1-0,1738,1772,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'g1f3', 'f8b4', 'b1d2', 'f6e4', 'e1g1', 'b4d2', 'f3d2', 'e4d2', 'f1e1', 'e8f8', 'd1d2', 'd7d6', 'd2f4', 'f7f6', 'e1e3', 'b8c6', 'a1e1', 'c6e5', 'b2e5', 'd6e5', 'e3e5', 'c8d7', 'c4b3', 'c7c6', 'f4b4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Accepted, Classical Defense",0-1,1359,1334,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'b1c3', 'c7c6', 'g1f3', 'f6e4', 'e1g1', 'd7d5', 'c3e4', 'd5c4', 'b3c4', 'c8e6', 'c4c2', 'b8d7', 'c2a4', 'a7a6', 'e4g5', 'h7h6', 'g5e6', 'f7e6', 'f1e1', 'e8c8', 'a4d4', 'c8b8', 'a2a4', 'd7f6', 'd4b6', 'f6d5', 'b6a5', 'e7d7', 'f3e5', 'd7e7', 'a1b1', 'c6c5', 'b2a3', 'e7c7', 'a5a6', 'd5b4', 'a3b4', 'b7a6', 'b4a5', 'b8c8', 'a5c7', 'c8c7', 'e5f7', 'd8d7', 'f7h8', 'f8d6', 'e1e6', 'c7c6', 'h8g6', 'c6c7', 'g6h4', 'c7c6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1719,1751,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'f6e4', 'd1d5', 'd8h4', 'd5f7', 'e8d8', 'b1c3', 'h4f2', 'f7f2', 'e4f2', 'e1f2', 'f8c5', 'c1e3', 'h8f8', 'f2e2', 'c5e3', 'e2e3', 'b8c6', 'g1f3', 'f8f3', 'g2f3', 'c6e5', 'c4b3', 'd7d6', 'a1c1', 'g7g6', 'f3f4', 'e5g4', 'e3f3', 'c8f5', 'c3d5', 'd8d7', 'c1c7', 'd7d8', 'h2h3', 'g4h6', 'h1e1', 'f5h3', 'e1e7', 'h3g4', 'f3f2', 'h6g8', 'e7g7', 'g8h6', 'g7h7', 'g4e6', 'd5f6', 'h6f7', 'h7g7', 'd8c7', 'b3e6', 'a8f8', 'g7f7', 'f8f7', 'e6f7', 'c7c6', 'f7g6', 'd6d5', 'g6f7', 'b7b5', 'f7d5', 'c6d6', 'f2e3', 'a7a5', 'e3d4', 'd6e7', 'f6e4', 'e7d7', 'e4c5', 'd7d6', 'b2b3', 'b5b4', 'c5a4', 'd6d7', 'f4f5', 'd7c7', 'd4e5', 'c7d7', 'f5f6', 'd7e8', 'e5e6', 'e8f8', 'f6f7', 'f8g7', 'e6e7', 'g7h8', 'f7f8q', 'h8h7', 'f8f5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1488,1568,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d6', 'c3d4', 'g8f6', 'f1d3', 'f8e7', 'g1f3', 'e8g8', 'e1g1', 'b8d7', 'h2h3', 'c7c6', 'b1c3', 'b7b5', 'c1e3', 'a7a5', 'a2a3', 'c8b7', 'c3e2', 'c6c5', 'd3b5', 'c5d4', 'e3d4', 'd7c5', 'd4c5', 'd6c5', 'e4e5', 'b7f3', 'e5f6', 'f3e2', 'f6e7', 'e2d1', 'e7f8q', 'g8f8', 'f1d1', 'd8b6', 'a3a4', 'c5c4', 'd1d7', 'a8d8', 'a1d1', 'd8d7', 'd1d7', 'g7g6', 'g2g3', 'b6e6', 'd7d8', 'f8g7', 'd8d4', 'e6h3', 'd4c4', 'h3e6', 'c4c7', 'h7h5', 'b5c4', 'e6d6', 'c7f7', 'g7h6', 'f7a7', 'd6b4', 'b2b3', 'b4e1', 'g1g2', 'e1e4', 'f2f3', 'e4c2', 'g2h3', 'h5h4', 'f3f4', 'h4g3', 'h3g3', 'c2c3', 'g3g4', 'c3e1', 'a7a5', 'e1g1', 'g4f3', 'g1h1', 'f3g4', 'h1e1', 'g4f3', 'e1a5', 'f3g4', 'a5f5', 'g4f3', 'g6g5', 'c4d3', 'f5f4']",['Others B1']
Danish Gambit,1-0,1271,1278,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'g8f6', 'c1g5', 'f8b4', 'd1b3', 'b4c3', 'b3c3', 'e8g8', 'g5f6', 'd8e8', 'f6h4', 'e8e4', 'c3e3', 'e4b4', 'e3c3', 'f8e8', 'f1e2', 'd7d6', 'a2a3', 'b4c3', 'b2c3', 'c8e6', 'e1g1', 'e6d5', 'e2b5', 'a7a6', 'b5c6', 'd5c6', 'f3d4', 'e8e4', 'h4g3', 'c6b5', 'd4b5', 'a6b5', 'a1e1', 'e4a4', 'e1a1', 'a4a3', 'a1a3', 'a8a3', 'f1e1', 'h7h6', 'f2f3', 'a3c3', 'g1f2', 'g7g5', 'f2e2', 'b5b4', 'e2d2', 'c3a3', 'e1b1', 'a3a2', 'd2d3', 'a2g2', 'b1b4', 'b7b6', 'b4c4', 'c7c5', 'g3d6', 'g2g1', 'c4c2', 'g1d1', 'c2d2', 'd1d2', 'd3d2', 'g8g7', 'd6c7', 'b6b5', 'c7d6', 'c5c4', 'd2c3', 'g7g6', 'c3b4', 'g6f5', 'b4b5', 'c4c3', 'd6a3', 'f5f4', 'b5c4', 'c3c2', 'c4c3', 'f4f3', 'c3c2', 'f7f5', 'a3d6', 'f3e2', 'c2c3', 'f5f4', 'c3d4', 'f4f3', 'd4e4', 'f3f2', 'e4e5', 'f2f1q', 'e5d4']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit Accepted,0-1,1240,1345,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'c4f7', 'e8f7', 'd1h5', 'g7g6', 'h5d5', 'c8e6', 'd5b5', 'e6c8', 'b2h8', 'f8g7', 'b5c4', 'c8e6', 'c4b5', 'g7h8', 'b5b7', 'b8d7', 'b1d2', 'h8a1', 'b7b1', 'a1c3', 'b1c2', 'c3d2', 'c2d2', 'd7e5', 'g1h3', 'e6h3', 'g2h3', 'e5f3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Declined, Sorensen Defense",1/2-1/2,1969,1924,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'b8c6', 'c3d4', 'f8b4', 'b1c3', 'g8f6', 'f1e2', 'e8g8', 'e1g1', 'd5a5', 'd1d2', 'f6e4', 'd2c2', 'e4c3', 'b2c3', 'b4c3', 'a1b1', 'c3d4', 'b1b5', 'a5a6', 'c2e4', 'a6a2', 'f3d4', 'c6d4', 'e2d3', 'd4f5', 'b5f5', 'c8f5', 'e4f5', 'g7g6', 'f5f6', 'a2e6', 'f6a1', 'f7f6', 'a1c3', 'g8g7', 'c1e3', 'b7b6', 'c3c7', 'f8f7', 'c7g3', 'a8d8', 'd3a6', 'e6e5', 'e3f4', 'e5d5', 'g3c3', 'd5a5', 'a6b7', 'a5c3', 'f4e3', 'f7d7', 'b7e4', 'd7d1', 'g2g3', 'd1f1', 'g1f1', 'd8d1', 'f1g2', 'c3e1', 'g2h3', 'e1f1', 'e4g2', 'f1e2', 'g2b7', 'h7h5', 'h3g2', 'g6g5', 'b7f3', 'e2e1', 'f3h5', 'e1h1', 'g2h3', 'h1f1', 'h3g4', 'd1d4', 'e3d4', 'f1d3', 'd4e3', 'g7h6', 'h5f7', 'f6f5', 'g4h3', 'f5f4', 'g3f4', 'g5f4', 'f7c4', 'f4e3', 'c4d3', 'e3f2', 'h3g2', 'a7a5', 'g2f2', 'h6h5', 'd3b5', 'a5a4', 'b5a4', 'h5h4', 'f2g2', 'h4h5', 'g2g3', 'h5h6', 'g3g4', 'h6h7', 'g4g5', 'h7h8', 'g5g6', 'b6b5', 'a4b3', 'b5b4', 'h2h4']",['Danish Gambit Declined: Sorensen Defense']
"Danish Gambit Declined, Sorensen Defense",1-0,1902,2020,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'f1c4', 'd5c4', 'd1e2', 'd4d3', 'e2h5', 'g8f6', 'h5e5', 'f8e7', 'g1f3', 'b8c6', 'e5g5', 'e8g8', 'e4e5', 'f6e4', 'g5e3', 'e4c5', 'e1g1', 'c5e6', 'b1d2', 'e7c5', 'e3e4', 'e6g5', 'e4h4', 'g5f3', 'd2f3', 'c5e7', 'h4g3', 'c8e6', 'c1f4', 'f8e8', 'f4g5', 'h7h6', 'g5e7', 'd8e7', 'f3d4', 'c6d4', 'c3d4', 'c7c6', 'f2f4', 'b7b5', 'f4f5', 'e6d5', 'f5f6', 'e7f8', 'f1f4', 'g8h7', 'f4h4', 'g7g6', 'g3g4', 'd5e6', 'g4f4', 'c6c5', 'd4c5', 'f8c5', 'g1h1', 'c5f8', 'a1f1', 'a8d8', 'f4e4', 'e6f5', 'e4f5', 'g6f5', 'f1f5', 'd8d5', 'h4h6', 'f8h6', 'f5h5']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit Accepted,0-1,1424,1399,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'd1b3', 'c8e6', 'c4e6', 'f7e6', 'b3b7', 'b8d7', 'b7a6', 'd7c5', 'a6c4', 'f8e7', 'g1f3', 'g8f6', 'e1g1', 'e8g8', 'e4e5', 'd6d5', 'c4e2', 'f6e4', 'b1d2', 'e4d2', 'e2d2', 'c5e4', 'd2e3', 'd8e8', 'f3d2', 'e4d2', 'e3d2', 'e8g6', 'a1e1', 'e7g5', 'f2f4', 'f8e8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
